Id	Name	Formula	EC
R04204	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase	C04405 <=> C03345 + C00001	4.2.1.17
R08773		C17552 + C00007 <=> C17560 + C00001	1.14.13.-
R08772	3-polyprenyl-4-hydroxy-5-methoxybenzoate carboxy-lyase (2-polyprenyl-6-methoxyphenol-forming)	C17559 <=> C17552 + C00011	4.1.1.-
R08771	S-adenosyl-L-methionine:3-Polyprenyl-4,5-dihydroxylate 5-O-methyltransferase	C17554 + C00019 <=> C17559 + C00021	2.1.1.114
R08770		C05848 + C00007 <=> C17554	
R08777	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine glycyltransferase	2 C02412 + C17541 <=> 2 C01642 + C17542	2.3.2.17
R08776	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine N6-glycyltransferase	C02412 + C05894 <=> C01642 + C17541	2.3.2.16
R08775		C17561 + C00007 + C00005 + C00080 <=> C17562 + C00006 + C00001	1.14.13.-
R05450		C05852 + C00007 + C00004 + C00080 <=> C00544 + C00003 + C00001	1.14.13.-
R08957	3alpha-hydroxy-5alpha-pregnan-20-one:NADP+ 3-oxidoreductase (A-specific)	C03681 + C00005 + C00080 <=> C13712 + C00006	1.1.1.213
R08956	(2S)-2-amino-4-deoxychorismate:L-glutamate aminotransferase	C18054 + C00025 <=> C00251 + C00064	2.6.1.86
R08779	L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine N6-alanyltransferase	C00886 + C05893 <=> C01635 + C17550	2.3.2.10
R08778	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine glycyltransferase	2 C02412 + C17542 <=> 2 C01642 + C05895	2.3.2.18
R08062		C16426 + C00001 <=> C04713 + C00009	
R08952	dimethylallyl-diphosphate:leachianone-G 2''-dimethylallyltransferase	C00235 + C18024 <=> C00013 + C18053	2.5.1.71
R08951	dimethylallyl-diphosphate:naringenin 8-dimethylallyltransferase	C00235 + C00509 <=> C00013 + C18023	2.5.1.70
R08950	dimethylallyl-diphosphate:dimethylallyl-diphosphate dimethylallyltransferase (lavandulyl-diphosphate-forming)	2 C00235 <=> C00013 + C18052	2.5.1.69
R03783	Pregnenolone,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	C01953 + C00030 + C00007 <=> C05138 + C00028 + C00001	1.14.99.9
R03782	Isopiperitenone delta8-delta4-isomerase	C02289 <=> C01951	5.3.3.11
R03781	Nonane-4,6-dione acylhydrolase	C02445 + C00001 <=> C01949 + C00246	3.7.1.7
R03780	ATP:macrolide 2'-O-phosphotransferase	C00002 + C01946 <=> C00008 + C03796	2.7.1.136
R03787	5,12-dihydroxanthommatin:NAD+ oxidoreductase	C03476 + C00003 <=> C01969 + C00004 + C00080	1.3.1.41
R03969	3-(ADP)-2-phosphoglycerate phosphohydrolase	C03673 + C00001 <=> C02509 + C00009	3.1.3.28
R03968	2-Isopropylmalate hydro-lyase	C02504 <=> C02631 + C00001	4.2.1.33
R03966		C02501 <=> C03453	5.3.2.6
R03789	tRNA-guanosine34:queuine tRNA-D-ribosyltransferase	C01977 + C01449 <=> C01978 + C00242	2.4.2.29
R03964	2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)	C02499 + C00007 + C00004 + C00080 <=> C02526 + C00003 + C00001	1.14.13.44
R03963	2-Butyne-1,4-diol:NAD+ 1-oxidoreductase	C02497 + C00003 <=> C02648 + C00004 + C00080	1.1.1.165
R03962	2'-hydroxy-2,3-dihydrodaidzein:NADP+ 2-oxidoreductase	C03567 + C00006 <=> C02495 + C00005 + C00080	1.3.1.51
R05453	acetophenone:carbon-dioxide ligase (ADP-forming)	2 C00002 + C07113 + C00288 + C00001 + C00080 <=> 2 C00008 + 2 C00009 + C07114	6.4.1.8
R08061		C16424 + C00001 <=> C16426 + C00009	
R09262		C18327 + C00005 + C00080 <=> C18328 + C00006	1.1.1.-
R10248	eugenol:NADP+ oxidoreductase (coniferyl ester reducing)	C20225 + C00005 + C00080 <=> C10453 + C00006 + C00033	1.1.1.318
R10100	acetyl-CoA:UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate 3-N-acetyltransferase	C00024 + C20359 <=> C00010 + C19725	2.3.1.201
R10249	chavicol:NADP+ oxidoreductase	C20465 + C00005 + C00080 <=> C16930 + C00006 + C00033	1.1.1.318
R08060		C01001 + C00001 <=> C00058 + C00862	1.2.99.5
R10718	hydroxyacetone:NAD+ 1-oxidoreductase	C00546 + C00004 + C00080 <=> C05235 + C00003	1.1.1.-
R10719	2,3-dihydroxypropane-1-sulfonate:NAD+ 3-oxidoreductase	C20797 + C00003 <=> C20798 + C00004 + C00080	1.1.1.373
R09263		C18330 + C00005 + C00080 <=> C18331 + C00006	1.1.1.-
R10714		C04180 <=> C20794	
R02788	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming);	C00002 + C00692 + C00680 <=> C00008 + C00009 + C04877	6.3.2.13
R02789	UDP-N-acetyl-D-glucosamine:beta-D-galactosyl-1,4-N-acetyl-D-glucosamine beta-1,3-acetyl-D-glucosaminyltransferase	C00043 + C00694 <=> C00015 + C04890	2.4.1.149
R10715		C00424 + C00003 <=> C00546 + C00004 + C00080	1.1.1.6
R02786	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine gamma-ligase (ADP-forming);	C00002 + C00692 + C00047 <=> C00008 + C00009 + C05892	6.3.2.7
R02780		C01083 + C04261 <=> C00689 + C00615	2.7.1.69
R02781	L-Glutamine:2,4,6/3,5-pentahydroxycyclohexanone aminotransferase	C00064 + C00691 <=> C00940 + C01214	2.6.1.50
R02782	2,4,6/3,5-Pentahydroxycyclohexanone hydro-lyase	C00691 <=> C04287 + C00001	4.2.1.44
R02783	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	C00002 + C01212 + C00217 <=> C00008 + C00009 + C00692	6.3.2.9
R10717	propane-1,2-diol:NAD+ 2-oxidoreductase	C00583 + C00003 <=> C05235 + C00004 + C00080	1.1.1.6
R09260		C12354 <=> C18330	
R10246	L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)	C00082 + C00019 + C00030 <=> C15809 + C01468 + C05198 + C00073 + C00028	4.1.99.19
R05454		C02730 <=> C06986 + C00001	
R10712	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase	C04752 + C20247 <=> C01081 + C00013 + C00011	2.5.1.3
R10713	primary alcohol:cytochrome cL oxidoreductase	C00226 + 2 C18233 <=> C00071 + 2 C18234 + 2 C00080	1.1.2.7
R09261		C12355 <=> C18333	
R02560	NADH:trimethylamine-N-oxide oxidoreductase	C00565 + C00016 + C00001 <=> C01352 + C01104	1.6.6.9
R02561	4-aminobenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	C00568 + C00007 + C00004 + C00080 <=> C02372 + C00011 + C00003 + C00001	1.14.13.27
R02562	4-aminobenzoate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	C00568 + C00007 + C00005 + C00080 <=> C02372 + C00011 + C00006 + C00001	1.14.13.27
R02563	CDPethanolamine:L-serine ethanolaminephosphotransferase	C00570 + C00065 <=> C00055 + C03872	2.7.8.4
R02564	Cyclohexylsulfamate sulfohydrolase	C02824 + C00001 <=> C00571 + C00059	3.10.1.2
R02565	p-cumic alcohol:NAD+ oxidoreductase	C00576 + C00003 + C00001 <=> C00719 + C00004 + 2 C00080	1.2.1.8
R02566	p-Cumic alcohol:NADP+ oxidoreductase	C00576 + C00006 + C00001 <=> C00719 + C00005 + 2 C00080	1.2.1.8
R02568	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	C01094 <=> C00111 + C00577	4.1.2.13
R02569	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase	C00024 + C15973 <=> C00010 + C16255	2.3.1.12
R08702	tRNA containing 5-carboxymethylaminomethyl-2-thiouridine:oxygen oxidoreductase	C17323 + C00007 + C00001 <=> C11478 + C00048 + C00027	1.5.3.-
R05958		G10616 + G00125 <=> G10621 + G00126	
R09267		C18334 <=> C18335 + 2 C00001	4.2.1.-
R05959		G10616 + G00125 <=> G10621 + G00127	
R08700	[enzyme]-S-sulfanylcysteine:tRNA-uridine sulfurtransferase (ATP-hydrolysing)	C00868 + C15812 + C00002 <=> C17322 + C15811 + C00020 + C00013	2.8.1.4
R09264		C18333 + C00005 + C00080 <=> C18334 + C00006	1.1.1.-
R10850	UDP-glucose:1,2-diacyl-sn-glycerol 3-alpha-glucosyltransferase	C00029 + C00641 <=> C00015 + C06364	2.4.1.-
R05784	limonene-1,2-epoxide hydrolase	C07271 + C00001 <=> C07276	3.3.2.8
R05950		G10616 + G00116 <=> G10621 + G00117	
R05951		G10616 + G00116 <=> G10621 + G00129	
R09239		C18250 <=> C18251	
R05952		G10611 + G00118 <=> G10619 + G00119	2.4.1.92
R09238		C18318 + C00001 <=> C06002 + C00022	3.7.1.-
R02245	ATP:(R)-mevalonate 5-phosphotransferase	C00002 + C00418 <=> C00008 + C01107	2.7.1.36
R05953		G10609 + G00119 <=> G10619 + G00120	2.4.1.62
R02244	trans-Aconitate delta2-delta3-isomerase	C02341 <=> C00417	5.3.3.7
R02247	(R)-Mevalonate:NADP+ oxidoreductase	C00418 + C00006 <=> C00772 + C00005 + C00080	1.1.1.33
R05955		G10616 + G00121 <=> G10621 + G00122	
R09235		C18320 + 3 C00004 + 3 C00080 <=> C14401 + 3 C00003 + 2 C00001	1.7.1.-
R02246	(R)-Mevalonate:NAD+ oxidoreductase	C00418 + C00003 <=> C00772 + C00004 + C00080	1.1.1.32
R05956		G10609 + G00123 <=> G10619 + G00124	2.4.1.62
R09234		C18315 + C00005 + C00007 + C00080 <=> C18316 + C00006 + C00088 + C00001	1.13.12.-
R02241	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	C00416 + C00010 <=> C00681 + C00040	2.3.1.51
R05957		G10616 + G00124 <=> G10621 + G00125	2.4.99.4
R09237		C18317 + C00007 <=> C18318	1.13.11.-
R02240	ATP:1,2-diacylglycerol 3-phosphotransferase	C00002 + C00641 <=> C00008 + C00416	2.7.1.107
R09644	1,2-diacyl-sn-glycerol-3-diphosphate phosphohydrolase	C19776 + C00001 <=> C00416 + C00009	3.1.3.81
R09236		C18316 + C00004 + C00080 <=> C18317 + C00003	1.1.1.-
R02243	cis-Aconitate carboxy-lyase	C00417 <=> C00490 + C00011	4.1.1.6
R00364	Glycine:ferricytochrome-c oxidoreductase (deaminating)	C00037 + C00001 + 2 C00125 <=> C00048 + C00014 + 2 C00126 + 2 C00080	1.4.2.1
R02242	Acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase	C00040 + C03974 <=> C00010 + C00416	2.3.1.52
R05788	6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranoside 6-O-(beta-D-xylosyl)-beta-D-glucohydrolase	C11531 + C00001 <=> C11535 + C00069	3.2.1.149
R09233		C11006 + C00004 + C00007 + C00080 <=> C18315 + C00003 + C00088	1.14.12.-
R08684	amino-acid,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	C00045 + 2 C00007 + 2 C00005 + 2 C00080 <=> C02658 + 2 C00006 + 3 C00001 + C00011	1.14.13.-
R09232		C11006 + 3 C00004 + 3 C00080 <=> C18320 + 3 C00003 + 2 C00001	1.7.1.-
R09645	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate 6-phosphomannohydrolase	C16699 + C00001 <=> C00275 + C00258	3.2.1.170
R02249	5'-Phosphopolynucleotide 5'-phosphohydrolase	C03475 + C00001 <=> C00419 + C00009	3.1.3.33
R02248	Polynucleotide 3'-phosphohydrolase	C03463 + C00001 <=> C00419 + C00009	3.1.3.32
R08188		C16532 + C00001 <=> C00010 + C08323	3.1.2.-
R09646	N-acyl-L-homoserine-lactone amidohydrolase	C18049 + C00001 <=> C19777 + C00060	3.5.1.97
R08189		C16166 + C00001 <=> C00010 + C16513	3.1.2.-
R08532	Acetyl-CoA:monoterpenol O-acetyltransferase	C00024 + C01765 <=> C00010 + C11338	2.3.1.69
R01143	methane,NADPH:oxygen oxidoreductase (hydroxylating)	C01438 + C00007 + C00005 + C00080 <=> C00132 + C00006 + C00001	1.14.13.25
R01142	Methane,NADH:oxygen oxidoreductase (hydroxylating)	C01438 + C00007 + C00004 + C00080 <=> C00132 + C00003 + C00001	1.14.13.25
R01140	dATP:D-fructose 6-phosphotransferase	C00131 + C00095 <=> C00206 + C00085	2.7.1.1
R01147	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase	C00647 + C00022 <=> C00018 + C00133	
R01146	methanol:ferricytochrome-c oxidoreductase;	C00132 + 2 C18233 <=> C00067 + 2 C18234 + 2 C00080	1.1.2.7
R01145	Monomethyl-sulfate sulfohydrolase	C02704 + C00001 <=> C00132 + C00059	3.1.6.16
R01144	Oxaloacetate-4-methyl-ester oxaloacetohydrolase	C03716 + C00001 <=> C00036 + C00132	3.1.1.44
R01149	L-Glutamine:D-alanine gamma-glutamyltransferase	C00133 + C00064 <=> C00014 + C03738	2.3.2.14
R01148	D-Alanine:2-oxoglutarate aminotransferase	C00133 + C00026 <=> C00022 + C00217	2.6.1.21
R00544	aldehyde:acceptor oxidoreductase	C00071 + C00028 + C00001 <=> C00060 + C00030	1.2.99.6        1.2.99.7
R00545	N6-Acyl-L-lysine amidohydrolase	C02444 + C00001 <=> C00060 + C00047	3.5.1.17
R00546	N-Acyl-L-aspartate amidohydrolase	C02715 + C00001 <=> C00060 + C00049	3.5.1.15
R00547	S-Acylglutathione hydrolase	C02589 + C00001 <=> C00060 + C00051	3.1.2.7
R00540	Nitrile aminohydrolase	C00726 + 2 C00001 <=> C00060 + C00014	3.5.5.1         3.5.5.2         3.5.5.5         3.5.5.7
R00237	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	C01011 <=> C00024 + C00022	4.1.3.25
R00542	5'-Acylphosphoadenosine acylhydrolase	C03361 + C00001 <=> C00020 + C00060	3.6.1.20
R00543	3-Acylpyruvate acylhydrolase	C02119 + C00001 <=> C00060 + C00022	3.7.1.5
R08180		C16169 + C00001 <=> C00010 + C06429	3.1.2.2
R00238	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2 C00024 <=> C00010 + C00332	2.3.1.9
R00239	ATP:L-glutamate 5-phosphotransferase	C00002 + C00025 <=> C00008 + C03287	2.7.2.11
R00548	riboflavin-5-phosphate phosphohydrolase (acid optimum)	C00061 + C00001 <=> C00255 + C00009	3.1.3.2
R00549	ATP:riboflavin 5'-phosphotransferase	C00002 + C00255 <=> C00008 + C00061	2.7.1.26
R09369	S-adenosyl-L-methionine:methaneselenol Se-methyltransferase	C00019 + C05703 <=> C00021 + C02535	2.1.1.-
R08181		C03035 + C00001 <=> C00010 + C06426	3.1.2.2
R04435	phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming);	C06241 + C00009 <=> C04257 + C00074 + C00001	2.5.1.56        2.5.1.57
R04436	S-Adenosyl-L-methionine:Nalpha,Nalpha-dimethyl-L-histidine Nalpha-methyltransferase	C00019 + C04259 <=> C00021 + C05575	2.1.1.44
R04437	protein N6-(4-Aminobutyl)-L-lysine, hydrogen-donor:oxygen oxidoreductase (2-hydroxylating)	C07282 + C00030 + C00007 <=> C04679 + C00028 + C00001	1.14.99.29
R04430	butyryl-[acp]:NADP+ trans-2-oxidoreductase	C05745 + C00006 <=> C04246 + C00005 + C00080	1.3.1.10        1.3.1.39        1.3.1.104       2.3.1.85
R04431	UDP-alpha-D-galactose:D-galactosyl-(1->4)-beta-D-glucosyl-R 3-beta-galactosyltransferase	C00052 + C04247 <=> C00015 + C04775	2.4.1.179
R04432	propanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	C04253 + C00100 <=> C04570 + C00894	1.3.8.7
R04433	Electron-transferring-flavoprotein:ubiquinone oxidoreductase	C04570 + C00399 <=> C04253 + C00390	1.5.5.1
R09640	ATP:1,6-anhydro-N-acetylmuramate 6-phosphotransferase	C00002 + C19769 + C00001 <=> C00008 + C19770	2.7.1.170
R08183		C02249 + C00001 <=> C00010 + C00219	3.1.2.2
R04438	dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase	C04346 + C00026 <=> C11907 + C00025	2.6.1.59
R04439	(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	C04272 + C00006 <=> C06010 + C00005 + C00080	1.1.1.86        1.1.1.383
R06692	13-dihydrocarminomycin,NADPH:oxygen oxidoreductase	C12431 + C00005 + C00080 + C00007 <=> C12432 + C00006 + 2 C00001	1.14.13.181
R00140	ATP:5-hydroxymethyldeoxycytidylate phosphotransferase	C11038 + C00008 <=> C03997 + C00002	2.7.4.12
R06690	daunorubicin,NADPH:oxygen oxidoreductase (hydroxylating)	C01907 + C00005 + C00080 + C00007 <=> C01661 + C00006 + C00001	1.14.13.181
R06691	13-deoxycarminomycin,NADPH:oxygen oxidoreductase (13-hydroxylating)	C12428 + C00005 + C00080 + C00007 <=> C12431 + C00006 + C00001	1.14.13.181
R06696		C12435 + C00007 <=> C12436 + C00001	
R06697		2 C18358 <=> C06691	
R06694		C01907 <=> C12433	
R06695		C12434 <=> C12435	
R08081	flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)	C09827 + C00026 + C00007 <=> C10028 + C00042 + C00011 + C00001	1.14.11.22
R06698		C12436 <=> C12437	
R06699	tetracenomycin-F2 hydro-lyase (tetracenomycin-F1-forming)	C12366 <=> C12367 + C00001	4.2.1.154
R00143	ammonia:NAD+ oxidoreductase;	C00014 + C00003 + C00001 <=> C00192 + C00004 + C00080	1.7.1.10        1.7.99.1
R09641	UDP-glucose:ditrans,octacis-undecaprenyl-phosphate glucose phosphotransferase	C00029 + C17556 <=> C00105 + C19772	2.7.8.31
R00416	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	C00075 + C04501 <=> C00013 + C00043	2.7.7.23
R00417	UDP-N-acetyl-D-glucosamine:protein beta-N-acetyl-D-glucosaminyltransferase	C00043 + C03021 <=> C00015 + C04375	2.4.1.94
R00146	alpha-amino acid:NADP+ oxidoreductase (deaminating)	C05167 + C00001 + C00006 <=> C00161 + C00014 + C00005 + C00080	1.4.1.1         1.4.1.2         1.4.1.3         1.4.1.4
R08708	CDP-4-dehydro-3,6-dideoxy-D-glucose 5-epimerase;	C04297 <=> C17326	5.1.3.-
R01943	Caffeate:CoA ligase (AMP-forming);	C00002 + C01197 + C00010 <=> C00020 + C00013 + C00323	6.2.1.12
R09642	UDP-D-xylose:3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase	C00190 + C19773 <=> C00105 + C19774	2.7.8.32
R08106		C16484 <=> C00090 + C16487	
R08898	5-phospho-alpha-D-ribose 1-diphosphate:neamine phosphoribosyltransferase;	C00119 + C01441 <=> C00013 + C18004	2.4.2.49
R01942	S-Adenosyl-L-methionine:caffeoyl-CoA 3-O-methyltransferase	C00019 + C00323 <=> C00021 + C00406	2.1.1.104
R08896	paromamine:oxygen 6'-oxidoreductase	C01743 + C00007 <=> C17583 + C00027	1.1.3.43
R08897	neamine:2-oxoglutarate aminotransferase	C01441 + C00026 <=> C17583 + C00025	2.6.1.93
R08894	UDP-N-acetyl-alpha-D-glucosamine:2-deoxystreptamine N-acetyl-D-glucosaminyltransferase	C00043 + C02627 <=> C00015 + C17582	2.4.1.283
R08895	2'-N-acetylparomamine hydrolase (acetate-forming)	C17582 + C00001 <=> C01743 + C00033	3.5.1.112
R08892	2-deoxy-scyllo-inosamine:NAD+ oxidoreductase	C17580 + C00003 <=> C17581 + C00004 + C00080	1.1.1.329
R01941	Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)	C10945 + C00010 + C00006 <=> C00323 + C00005 + C00080	1.2.1.44
R00948	ATP:alpha-D-glucose-1-phosphate adenylyltransferase	C00002 + C00103 <=> C00013 + C00498	2.7.7.27
R08891	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase	C17581 + C00064 <=> C02627 + C00940	2.6.1.101
R10466	N(omega)-hydroxy-L-arginine amidinohydrolase	C05933 + C00001 <=> C00077 + C07044	3.5.3.25
R10467	2-heptyl-4(1H)-quinolone,NADH:oxygen oxidoreductase (3-hydroxylating)	C20643 + C00004 + C00080 + C00007 <=> C11848 + C00003 + C00001	1.14.13.182
R10464	CDP-2,3-bis-(O-phytanyl)-sn-glycerol:1L-myo-inositol 1-phosphate 1-sn-archaetidyltransferase	C20627 + C04006 <=> C00055 + C20642	2.7.8.39
R01940	2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating)	C00322 + C15972 <=> C06157 + C00011	1.2.4.2
R10462	ATP:GTP adenylyltransferase (cyclizing)	C00002 + C00044 <=> 2 C00013 + C20640	2.7.7.86
R10463	ATP:L-threonyl,bicarbonate adenylyltransferase	C00188 + C00002 + C00288 + C00080 <=> C20641 + C00013 + C00001	2.7.7.87
R10460	GDP-4-amino-4,6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase	C20638 + C00026 <=> C01222 + C00025	2.6.1.102
R10461	O-acetyl-L-serine:hydroxyurea 2-amino-2-carboxyethyltransferase	C00979 + C07044 <=> C20639 + C00033	2.6.99.3
R10468	protoheme,hydrogen-donor:oxygen oxidoreductase (delta-methene-oxidizing, hydroxylating)	C00032 + 4 C00030 + 4 C00007 <=> C20666 + C14818 + C00237 + 4 C00028 + 4 C00001	1.14.99.48
R01946	Caffeoyl-CoA:isocitrate 3-O-(3,4-dihydroxycinnamoyl)transferase	C00323 + C00311 <=> C00010 + C02927	2.3.1.126
R09643	fluoroacetyl-CoA hydrolase	C19775 + C00001 <=> C06108 + C00010	3.1.2.29
R08107		C00350 + G00149 <=> C00641 + G13044	
R01945	Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase	C00323 + C00296 <=> C00010 + C00852	2.3.1.99        2.3.1.133
R01944	Caffeoyl-CoA:putrescine N-(3,4-dihydroxycinnamoyl)transferase	C00323 + C00134 <=> C00010 + C03002	2.3.1.138
R00949	ATP:D-glucose-1-phosphate 6-phosphotransferase	C00002 + C00103 <=> C00008 + C01231	2.7.1.10
R09449	very-long-chain acyl-CoA:NADP+ oxidoreductase	C00658 + C00005 + C00080 <=> C02843 + C00006	1.3.1.93
R10839	O-acetyl-L-serine:isoxazolin-5-one 2-(2-amino-2-carboxyethyl)transferase	C00979 + C20891 <=> C20892 + C00033	2.5.1.118
R10838	UMP:phosphate (5-phospho-alpha-D-ribosyl)transferase	C00105 + C00009 <=> C00106 + C01151	2.4.2.57
R07017		C03012 <=> C14783	
R07016	1,2-Dihydronaphthalene-1,2-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	C06205 + C00005 + C00007 + C00080 <=> C14784 + C00006 + C00001	
R07015	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	C06205 + C00006 <=> C03012 + C00005 + C00080	1.3.1.20
R07014	(1S,2R)-naphthalene 1,2-oxide hydrolase	C14787 + C00001 <=> C06205	3.3.2.9
R07013	(1R,2S)-naphthalene 1,2-oxide hydrolase	C14786 + C00001 <=> C06205	3.3.2.9
R07012		C14787 <=> C11713	
R07011		C14786 <=> C11713	
R07010		C14787 <=> C11714	
R07019		C14785 <=> C02617	
R07018		C11714 <=> C14785	
R05345		C02094 <=> C08592	
R05344		C06647 <=> C06648 + C00011	
R05347		C07216 + C00003 <=> C07209 + C00004 + C00080	1.1.1.90
R05346		C06604 + 3 C00030 <=> C06605 + 3 C00028 + 2 C00001	
R05341	carotenoid beta-end group lyase (decyclizing)	C05432 <=> C05435	5.5.1.19
R09143		C11148 <=> C11149	
R09142		C11148 <=> C00237	
R09141		C06790 + C00004 + C00080 + C00007 <=> C11148 + C00003 + C00001	1.14.13.25      1.14.13.-
R09140	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming)	C00448 + C00001 <=> C18245 + C00013	4.2.3.39
R05349		C06711 + C00003 <=> C06712 + C00004 + C00080	1.1.1.256
R05348		C07213 + C00003 <=> C07214 + C00004 + C00080	1.1.1.90
R09145		C11148 <=> C00058	
R09144		C11148 <=> C00048	
R07279	ATP:1D-myo-inositol 3-phosphotransferase;	C00002 + C00137 <=> C00008 + C04006	2.7.1.64
R07278	dGTP:depurinated-DNA purine transferase	C00286 + C02270 <=> C12347 + C11475	2.6.99.1
R08548		C01094 + C00001 <=> C00095 + C00009	3.1.3.68
R08549	2-Oxoglutarate dehydrogenase complex	C00026 + C00010 + C00003 <=> C00091 + C00011 + C00004 + C00080	1.2.4.2         1.8.1.4         2.3.1.61
R07273	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase	C04145 + C00156 <=> C00013 + C03885	2.5.1.39
R07272	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase	C00235 + C01263 <=> C00013 + C15510	2.5.1.36
R07271	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase	C00235 + C01263 <=> C00013 + C15509	2.5.1.36
R07270	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	C03427 <=> C05413 + C00013	2.5.1.32        2.5.1.99
R07277	nicotianamine:2-oxoglutarate aminotransferase; nicotianamine transaminase	C05324 + C00026 <=> C15486 + C00025	2.6.1.80
R07276	L-arogenate:2-oxoglutarate aminotransferase	C00826 + C00026 <=> C00254 + C00025	2.6.1.79
R07275	diamine:2-oxoglutarate aminotransferase	C02896 + C00026 <=> C02903 + C00025	2.6.1.29
R07274	O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	C01005 + C00283 <=> C00097 + C00009	2.5.1.65
R04895		C05600 + C00001 <=> C05601	4.2.1.-
R09349		C18684 <=> C18685	
R05486		C06607 + C00001 <=> C06608 + C00283	
R09348		C18778 <=> C18684	
R05487		C07086 + C00007 + C00004 + C00080 <=> C05852 + C00003 + C00001	1.14.13.-
R10389	nitroalkane:oxygen oxidoreductase	C06058 + C00001 + C00007 <=> C01450 + C00088 + C00027	1.7.3.1
R05484		C06598 <=> C06602 + C01327	
R06537	apigenin,NADPH:oxygen oxidoreductase (3'-hydroxylating)	C01477 + C00005 + C00080 + C00007 <=> C01514 + C00006 + C00001	1.14.13.21      1.14.13.88
